Time/Date,Tickers,Headlines
"Feb 01, 2024 13:48:53",UBER,Funds trim exposure to UBER after sector read-across
01-May-2020 10:00, $CRM ,CRM sees block trade interest — sources
2023-09-29 16:11:58, $ABNB ,ABNB options implied volatility elevated
2024/06/02 08:36:31,lyft ,LYFT moves on headline cross-asset flows
2023-08-16T07:16:37, $ABNB ,Sector rotation lifts ABNB in late trade
09/05/2023 09:46 AM,$ GOOGL $GOOGL,GOOGL moves on headline cross-asset flows
2024-09-10T08:23:59,$ UBER $UBER,UBER active in premarket as volume spikes
05/13/2024 06:28 AM,googl ,GOOGL options implied volatility elevated
2024-05-05 15:14:28, $UBER ,UBER options implied volatility elevated
"Aug 22, 2023 13:28:33",$ZZTOP,ABNB active in premarket as volume spikes
2024-05-06T09:21:57,MSFT,MSFT moves on headline cross-asset flows
07/05/2024 04:21 PM,LYFT,LYFT active in premarket as volume spikes
"Dec 14, 2023 06:54:56", $ABNB ,ABNB sees block trade interest — sources
2023/01/22 09:48:52,$ZZTOP,Funds trim exposure to META after sector read-across
10-Mar-2025 10:57, $TSLA ,Traders debate valuation for TSLA into quarter-end
2023-07-20 06:04:20, $MSFT ,"""Sector rotation lifts MSFT in late trade"""
09/06/2024 03:21 PM,aapl ,"AAPL options implied volatility elevated
( wire )"
01-May-2020 10:00,msft ,Funds trim exposure to MSFT after sector read-across
2024-03-29 11:45:55, $TSLA ,Sector rotation lifts TSLA in late trade
2023-10-05 12:19:00,$ABNB / $AMZN,Sector rotation lifts ABNB in late trade
2025-02-21 15:36:14,LYFT,Analysts weigh in on LYFT ahead of macro data
21-Oct-2023 09:56,$AMZN / $UBER,AMZN moves on headline cross-asset flows
2024-05-18 07:05:14,abnb ,"""ABNB sees block trade interest — sources"""
2024-04-30 10:42:17, $AMZN ,"Funds trim exposure to AMZN after sector read-across
( wire )"
2024-10-08 16:04:42, $ABNB ,ABNB options implied volatility elevated
2024-02-25T09:10:00, $AMZN ,Funds trim exposure to AMZN after sector read-across
2024-09-09T09:10:43,$ GOOGL $GOOGL,GOOGL moves on headline cross-asset flows
2024-06-11 16:30:45, $META ,Analysts weigh in on META ahead of macro data
31-Jan-2024 11:22,$TSLA,Sector rotation lifts TSLA in late trade
2023-04-30 14:52:35, $CRM ,Analysts weigh in on CRM ahead of macro data
2024-08-24 16:29:40,abnb ,Funds trim exposure to ABNB after sector read-across
2024-09-30 07:28:02,$ LYFT $LYFT,Analysts weigh in on LYFT ahead of macro data
2023-05-10 13:44:21, $MSFT ,MSFT moves on headline cross-asset flows
2023-10-22T08:10:04,$ CRM $CRM,CRM active in premarket as volume spikes
2023/12/28 11:57:49, $UBER ,UBER options implied volatility elevated
2024/06/24 06:12:05, $META ,META sees block trade interest — sources
08/21/2023 07:45 AM,$ UBER $UBER,"UBER sees block trade interest — sources
( wire )"
2025-02-27T12:29:44, $META ,Traders debate valuation for META into quarter-end
"Sep 29, 2024 11:23:10", $GOOGL ,Sector rotation lifts GOOGL in late trade
2023-11-29 10:11:54,$TSLA / $CRM,Sector rotation lifts TSLA in late trade
2023-09-21T12:29:10, $UBER ,Traders debate valuation for UBER into quarter-end
"Mar 06, 2023 06:13:52", $ABNB ,Funds trim exposure to ABNB after sector read-across
2024-08-18 12:37:12,$ MSFT $MSFT,MSFT active in premarket as volume spikes
2024-01-26 10:13:00, $CRM ,CRM options implied volatility elevated
22-Jan-2023 12:07,$ZZTOP,LYFT options implied volatility elevated
2023-05-10 08:01:41,$ ABNB $ABNB,  Funds trim exposure to ABNB after sector read-across  
2023-01-23T09:25:30,$ AAPL $AAPL,AAPL sees block trade interest — sources
2020-05-01 10:00:00, $TSLA ,Analysts weigh in on TSLA ahead of macro data
2020-05-01 10:00:00,amzn ,"  ""Traders debate valuation for AMZN into quarter-end""  "
2024-10-08 16:22:37, $LYFT ,LYFT moves on headline cross-asset flows
"Nov 24, 2023 16:03:36", $MSFT ,Sector rotation lifts MSFT in late trade
2025-02-16 08:36:18,$GOOGL / $AAPL,GOOGL active in premarket as volume spikes
2025/02/02 12:49:18,$ GOOGL $GOOGL,Sector rotation lifts GOOGL in late trade
11/01/2023 12:48 PM, $TSLA ,TSLA options implied volatility elevated
2023-03-04 07:26:33,ABNB,ABNB moves on headline cross-asset flows
09-Mar-2024 14:25,crm ,Analysts weigh in on CRM ahead of macro data
2024-09-24 07:12:59,amzn ,Funds trim exposure to AMZN after sector read-across
2023-08-17 13:20:42,$TSLA,TSLA options implied volatility elevated
"Jan 20, 2024 12:13:05", $CRM ,"""CRM moves on headline cross-asset flows"""
05-Aug-2023 11:55,$ZZTOP,Traders debate valuation for AMZN into quarter-end
2023-08-19 06:13:13,$ LYFT $LYFT,  LYFT sees block trade interest — sources  
2023/04/25 16:51:22,$ MSFT $MSFT,Analysts weigh in on MSFT ahead of macro data
2023/09/28 09:33:10, $AMZN ,Traders debate valuation for AMZN into quarter-end
"Sep 01, 2024 10:24:54",$UBER,Funds trim exposure to UBER after sector read-across
"Jan 10, 2024 12:12:52", $CRM ,CRM sees block trade interest — sources
2023-01-02 15:09:53,$AAPL / $CRM,Funds trim exposure to AAPL after sector read-across
2023-01-28 07:12:08,$META,Traders debate valuation for META into quarter-end
2025-02-03 16:17:47, $AAPL ,AAPL active in premarket as volume spikes
04-Sep-2023 16:23,$CRM,Funds trim exposure to CRM after sector read-across
2024-03-01 07:15:27,$ AMZN $AMZN,AMZN options implied volatility elevated
2024/11/02 14:59:21,UBER,Funds trim exposure to UBER after sector read-across
2024-10-03 10:02:10,$ UBER $UBER,"""UBER active in premarket as volume spikes""
( wire )"
2025-01-02 06:39:35,$ META $META,  Traders debate valuation for META into quarter-end  
2023-06-13 06:27:35,$TSLA,Funds trim exposure to TSLA after sector read-across
2023/06/15 16:03:18, $MSFT ,Traders debate valuation for MSFT into quarter-end
2023/03/12 12:28:30, $CRM ,CRM sees block trade interest — sources
2023-09-29 14:22:03, $AAPL ,AAPL moves on headline cross-asset flows
19-Jul-2024 12:37,AAPL,AAPL moves on headline cross-asset flows
07-Mar-2023 13:59, $UBER ,UBER moves on headline cross-asset flows
2023-11-01 16:45:38,lyft ,Sector rotation lifts LYFT in late trade
2023/07/22 10:12:54, $LYFT ,LYFT sees block trade interest — sources
"Jul 17, 2023 08:39:46", $AMZN ,AMZN options implied volatility elevated
2024-07-01 08:19:07,$ META $META,META sees block trade interest — sources
2024-07-26T13:42:12,amzn ,Funds trim exposure to AMZN after sector read-across
2023-03-13 09:43:12,GOOGL,Analysts weigh in on GOOGL ahead of macro data
10-Jul-2023 08:01, $ABNB ,Funds trim exposure to ABNB after sector read-across
2023-12-29 11:28:53,$ AAPL $AAPL,AAPL active in premarket as volume spikes
02/14/2023 04:54 PM,$ CRM $CRM,CRM sees block trade interest — sources
"Jan 31, 2023 09:35:55",META,META options implied volatility elevated
2024-01-07T06:23:05,uber ,UBER options implied volatility elevated
10-Dec-2024 11:28,lyft ,LYFT moves on headline cross-asset flows
"Jun 11, 2024 13:23:05", $META ,META sees block trade interest — sources
10/15/2024 11:01 AM,$META,Funds trim exposure to META after sector read-across
2024-06-09 12:40:10,$ LYFT $LYFT,LYFT options implied volatility elevated
"Jul 10, 2024 07:27:32", $GOOGL ,Analysts weigh in on GOOGL ahead of macro data
"Sep 04, 2023 10:54:51",$AAPL,AAPL moves on headline cross-asset flows
02/08/2025 06:02 AM, $TSLA ,TSLA active in premarket as volume spikes
2024-10-22 12:04:59,$ GOOGL $GOOGL,GOOGL active in premarket as volume spikes
"Sep 06, 2023 11:09:31",$GOOGL / $LYFT,GOOGL sees block trade interest — sources
05/01/2020 10:00 AM,lyft ,Funds trim exposure to LYFT after sector read-across
05/01/2023 03:41 PM, $MSFT ,  MSFT active in premarket as volume spikes  
13-Jan-2023 06:43,amzn ,AMZN moves on headline cross-asset flows
2020-05-01 10:00:00,$ TSLA $TSLA,TSLA active in premarket as volume spikes
2024-12-26 12:04:35,META,META sees block trade interest — sources
2023-07-05T13:09:36,$ GOOGL $GOOGL,Traders debate valuation for GOOGL into quarter-end
2023-07-24 07:46:01, $AMZN ,Traders debate valuation for AMZN into quarter-end
2024-01-20 14:51:12, $ABNB ,"""ABNB options implied volatility elevated""
( wire )"
2024/08/17 12:37:30,$ GOOGL $GOOGL,Sector rotation lifts GOOGL in late trade
2024-06-18 06:23:34,$MSFT,Sector rotation lifts MSFT in late trade
31-Oct-2024 16:38,$MSFT,MSFT options implied volatility elevated
2024-10-08 16:26:54,$ MSFT $MSFT,Funds trim exposure to MSFT after sector read-across
2025-02-26 11:09:56,$AMZN / $LYFT,Traders debate valuation for AMZN into quarter-end
28-Sep-2024 09:57,$ GOOGL $GOOGL,GOOGL active in premarket as volume spikes
2025/01/22 09:09:39,amzn ,Funds trim exposure to AMZN after sector read-across
2024-11-08 09:10:12,$ TSLA $TSLA,Analysts weigh in on TSLA ahead of macro data
05/01/2020 10:00 AM, $MSFT ,MSFT moves on headline cross-asset flows
2023-08-24 12:19:00,$ GOOGL $GOOGL,Funds trim exposure to GOOGL after sector read-across
2023/09/01 07:53:50,$GOOGL / $UBER,Traders debate valuation for GOOGL into quarter-end
"Dec 02, 2024 13:12:16", $GOOGL ,GOOGL active in premarket as volume spikes
2024-04-11 10:23:51, $ABNB ,ABNB options implied volatility elevated
12-May-2023 13:39, $META ,META moves on headline cross-asset flows
2023-02-25 15:46:43, $TSLA ,Traders debate valuation for TSLA into quarter-end
2024/01/09 10:13:00, $UBER ,UBER active in premarket as volume spikes
2023-02-21 16:59:54,$AMZN,
07/08/2024 07:46 AM, $CRM ,CRM options implied volatility elevated
2023-08-18T13:49:32,$ CRM $CRM,Analysts weigh in on CRM ahead of macro data
2020-05-01T10:00:00, $AAPL ,AAPL options implied volatility elevated
02-Feb-2024 10:39,$ AAPL $AAPL,AAPL active in premarket as volume spikes
2025-01-06T16:12:45, $AMZN ,Analysts weigh in on AMZN ahead of macro data
06/08/2023 07:49 AM, $AAPL ,Funds trim exposure to AAPL after sector read-across
"Jan 28, 2025 08:25:01",$ ABNB $ABNB,ABNB active in premarket as volume spikes
2025-03-11T07:16:23, $MSFT ,MSFT active in premarket as volume spikes
2020-05-01 10:00:00,$MSFT,Analysts weigh in on MSFT ahead of macro data
23-Apr-2024 11:27, $CRM ,CRM sees block trade interest — sources
21-Oct-2024 14:45,$TSLA,TSLA options implied volatility elevated
2023-11-24 12:45:39, $AMZN ,Sector rotation lifts AMZN in late trade
"Mar 15, 2024 09:48:23",$TSLA / $GOOGL,Sector rotation lifts TSLA in late trade
2024-09-08 09:45:11, $CRM ,CRM options implied volatility elevated
2024-03-01 11:49:42,AMZN,AMZN sees block trade interest — sources
2023-06-14 09:09:30,$META / $META,META moves on headline cross-asset flows
2023-10-21 13:21:37, $CRM ,CRM sees block trade interest — sources
2024-07-09T13:27:50,googl ,"""Sector rotation lifts GOOGL in late trade"""
2024-08-15 11:56:00,$TSLA / $CRM,TSLA moves on headline cross-asset flows
2025-01-20T13:56:28,$ MSFT $MSFT,Sector rotation lifts MSFT in late trade
"Apr 19, 2024 12:06:18",TSLA,"""Funds trim exposure to TSLA after sector read-across"""
2024-03-27 13:49:15,crm ,Analysts weigh in on CRM ahead of macro data
2025-03-10 16:11:52, $UBER ,Sector rotation lifts UBER in late trade
03/25/2023 06:10 AM, $AAPL ,Sector rotation lifts AAPL in late trade
2024/05/27 06:26:15,$UBER,Sector rotation lifts UBER in late trade
11/09/2023 02:02 PM,$META,META options implied volatility elevated
2023-02-16 14:23:53,AAPL,AAPL options implied volatility elevated
2023/04/28 06:52:19,$ MSFT $MSFT,MSFT active in premarket as volume spikes
"May 01, 2020 10:00:00", $GOOGL ,Traders debate valuation for GOOGL into quarter-end
2020-05-01T10:00:00,tsla ,Traders debate valuation for TSLA into quarter-end
05-Dec-2023 14:25, $ABNB ,
01-May-2020 10:00,abnb ,  ABNB active in premarket as volume spikes  
"Dec 06, 2024 07:18:56",$ UBER $UBER,UBER active in premarket as volume spikes
2023/04/01 10:42:34,MSFT,Analysts weigh in on MSFT ahead of macro data
2024-08-21 10:22:11,$ CRM $CRM,Sector rotation lifts CRM in late trade
2025-01-06 10:02:38,$ZZTOP,AAPL moves on headline cross-asset flows
"Aug 10, 2023 14:03:25",$ GOOGL $GOOGL,GOOGL active in premarket as volume spikes
02/08/2024 01:53 PM,$ MSFT $MSFT,Traders debate valuation for MSFT into quarter-end
03/17/2025 04:10 PM,$ GOOGL $GOOGL,Analysts weigh in on GOOGL ahead of macro data
"Mar 11, 2023 11:04:40",$AMZN / $META,AMZN options implied volatility elevated
2023-04-21 10:34:30, $ABNB ,ABNB active in premarket as volume spikes
2024-11-23T08:32:29, $MSFT ,"""MSFT moves on headline cross-asset flows"""
2024-05-04T11:55:13,ABNB,ABNB sees block trade interest — sources
11/27/2024 08:11 AM,$AAPL,AAPL moves on headline cross-asset flows
2023-01-11T09:15:39,$UBER,Sector rotation lifts UBER in late trade
2023-11-09 11:38:17,crm ,Traders debate valuation for CRM into quarter-end
02-May-2024 14:23, $AAPL ,AAPL sees block trade interest — sources
03/17/2025 04:35 PM, $UBER ,Analysts weigh in on UBER ahead of macro data
25-Dec-2023 07:54,amzn ,Traders debate valuation for AMZN into quarter-end
24-Sep-2024 11:16,$TSLA,Traders debate valuation for TSLA into quarter-end
21-Jan-2025 11:14,$ AMZN $AMZN,"""Sector rotation lifts AMZN in late trade"""
2024-07-29 10:59:33,$ MSFT $MSFT,Analysts weigh in on MSFT ahead of macro data
2024-01-11T07:57:49,$ CRM $CRM,CRM moves on headline cross-asset flows
02-Jul-2023 12:46,$TSLA / $UBER,TSLA active in premarket as volume spikes
24-Oct-2024 13:50,$MSFT / $MSFT,Traders debate valuation for MSFT into quarter-end
05/02/2024 11:53 AM, $AAPL ,Funds trim exposure to AAPL after sector read-across
2024-03-11 07:49:16, $ABNB ,ABNB sees block trade interest — sources
2023-02-04 10:33:56,$META,  Funds trim exposure to META after sector read-across  
2024-03-23 12:58:00,$ ABNB $ABNB,ABNB sees block trade interest — sources
2023-07-04 15:05:49,AMZN,AMZN moves on headline cross-asset flows
2024-06-05 15:20:57, $META ,META options implied volatility elevated
2024-12-09 13:58:12, $GOOGL ,GOOGL active in premarket as volume spikes
"Nov 06, 2024 14:56:17",$ TSLA $TSLA,TSLA moves on headline cross-asset flows
16-Mar-2023 06:46,aapl ,Traders debate valuation for AAPL into quarter-end
2025/03/29 11:55:13,$ZZTOP,Sector rotation lifts META in late trade
05/06/2024 03:13 PM, $AAPL ,AAPL sees block trade interest — sources
2023-11-26 06:57:37, $MSFT ,"Funds trim exposure to MSFT after sector read-across
( wire )"
2024-02-02 07:39:01, $LYFT ,LYFT moves on headline cross-asset flows
2023-08-01 10:06:34, $UBER ,Traders debate valuation for UBER into quarter-end
01-Dec-2023 08:07,$ META $META,META active in premarket as volume spikes
2020-05-01 10:00:00,aapl ,Funds trim exposure to AAPL after sector read-across
2023-09-10 11:42:01, $AAPL ,Funds trim exposure to AAPL after sector read-across
11/05/2023 08:53 AM, $AAPL ,AAPL options implied volatility elevated
2020-05-01 10:00:00,$LYFT,LYFT active in premarket as volume spikes
"Apr 20, 2023 08:26:21",MSFT,MSFT options implied volatility elevated
2024-11-21 11:34:29,$ABNB / $TSLA,Sector rotation lifts ABNB in late trade
2024/02/18 13:51:31, $AMZN ,Traders debate valuation for AMZN into quarter-end
"Nov 19, 2023 08:56:29", $MSFT ,Funds trim exposure to MSFT after sector read-across
"May 01, 2020 10:00:00",$ UBER $UBER,Traders debate valuation for UBER into quarter-end
2024-07-15 09:30:41,$TSLA,TSLA sees block trade interest — sources
2023-10-05 13:06:58,$LYFT,LYFT moves on headline cross-asset flows
2024-02-09 11:32:00, $UBER ,UBER moves on headline cross-asset flows
2020-05-01 10:00:00,$ AAPL $AAPL,Funds trim exposure to AAPL after sector read-across
2023-12-08 11:39:34, $AAPL ,Sector rotation lifts AAPL in late trade
2024-11-10 15:09:19, $ABNB ,ABNB moves on headline cross-asset flows
2023-07-20T11:16:00,$MSFT,MSFT sees block trade interest — sources
2023/08/12 11:34:21,TSLA,TSLA active in premarket as volume spikes
10/02/2024 04:20 PM,$AMZN,AMZN active in premarket as volume spikes
12-Aug-2023 06:57,crm ,Sector rotation lifts CRM in late trade
2024-08-15 14:42:12,$ZZTOP,Traders debate valuation for META into quarter-end
2024-07-24T14:22:48,$META / $ABNB,Analysts weigh in on META ahead of macro data
"May 17, 2024 13:15:24",$UBER / $GOOGL,Traders debate valuation for UBER into quarter-end
2023/09/03 15:40:55,aapl ,Sector rotation lifts AAPL in late trade
2023-05-28 08:24:33, $TSLA ,Analysts weigh in on TSLA ahead of macro data
2025/01/28 16:43:45,$ UBER $UBER,UBER active in premarket as volume spikes
2024-03-17 15:26:04,AMZN,Traders debate valuation for AMZN into quarter-end
12/17/2023 12:15 PM, $MSFT ,MSFT options implied volatility elevated
2024-01-10 13:55:23,$LYFT,  LYFT active in premarket as volume spikes  
2023/03/20 15:33:06,$CRM,Sector rotation lifts CRM in late trade
06/28/2024 01:03 PM, $CRM ,Funds trim exposure to CRM after sector read-across
2023-06-17T11:04:17,$ ABNB $ABNB,ABNB options implied volatility elevated
2023-08-15 10:05:55, $META ,META moves on headline cross-asset flows
2023-09-07 07:36:53, $ABNB ,Sector rotation lifts ABNB in late trade
2023-10-04 14:37:17,$LYFT,LYFT options implied volatility elevated
2024-11-13 14:08:04,UBER,Analysts weigh in on UBER ahead of macro data
09-Aug-2024 12:40,$ZZTOP,AMZN sees block trade interest — sources
2023-08-02 12:25:58,$ TSLA $TSLA,Analysts weigh in on TSLA ahead of macro data
2025-01-01T11:06:14,msft ,"Sector rotation lifts MSFT in late trade
( wire )"
03/27/2024 10:39 AM,$ AMZN $AMZN,AMZN options implied volatility elevated
10/04/2023 10:13 AM,ABNB,ABNB active in premarket as volume spikes
05-Jan-2025 10:02, $ABNB ,ABNB moves on headline cross-asset flows
2024-12-06 08:49:30,LYFT,Sector rotation lifts LYFT in late trade
01-May-2020 10:00,$ TSLA $TSLA,Sector rotation lifts TSLA in late trade
18-Dec-2023 12:10,$CRM,Analysts weigh in on CRM ahead of macro data
2023-06-28 16:05:17,$UBER / $CRM,Analysts weigh in on UBER ahead of macro data
